=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:44:14.461: Set statuses from isDiagnostic
00:44:14.658: Set statuses from getModulation
00:44:14.854: Set statuses from getBoilerTemperature
00:44:15.050: Set statuses from getDHWTemperature
00:44:15.250: Set statuses from getReturnTemperature
00:44:15.450: Set statuses from getPressure
00:44:15.453: Set statuses from opentherm
00:44:15.456: Set fault status from opentherm
00:44:15.468: MainLoop: ArduinoOTA
00:44:15.471: MainLoop: checkWifi
00:44:15.483: onNotFound: Check if file exist else return 404
00:44:15.486: webhandleFileRead: /index-mini.css
00:44:15.511: webhandleFileRead: Real file path: (normal) /index-mini.css
00:44:15.525: MainLoop: Websocket cleanup
00:44:15.528: Update_OpenTherm_data
00:44:15.532: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:44:15.535: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:44:15.589: onNotFound: Check if file exist else return 404
00:44:15.592: webhandleFileRead: /index.css
00:44:15.617: webhandleFileRead: Real file path: (normal) /index.css
00:44:15.751: Processed Opentherm and get response
00:44:15.754: Set statuses from dhwTarget

User exception (panic/abort/assert)
--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253669, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x
 ets Jan  8 2013,rst cause:4, boot mode:(3,6)

wdt reset
load 0x4010f000, len 3460, room 16 
tail 4
chksum 0xcc
load 0x3fff20b8, len 40, room 4 
tail 4
chksum 0xc9
csum 0xc9
v000cd3d0
~ld

SDK:2.2.2-dev(38a443e)/Core:3.0.2=30002000/lwIP:STABLE-2_1_2_RELEASE/glue:1.2-48-g7421258/BearSSL:6105635
Starting... MainSetup...
00d00h00m00s.082: FS started. Contents:
00d00h00m00s.089:   FS File: config.cfg, size: 1.23kB
00d00h00m00s.093:   FS File: favicon.ico, size: 1.12kB
00d00h00m00s.096:   FS File: index-mini.css, size: 9.27kB
00d00h00m00s.099:   FS File: index.css, size: 14.01kB
00d00h00m00s.102:   FS File: index.html, size: 27.52kB
00d00h00m00s.106:   FS File: index.js, size: 14.38kB
00d00h00m00s.112:   FS File: roboto.eot.gz, size: 76.33kB
00d00h00m00s.117:   FS File: roboto.svg.gz, size: 53.35kB
00d00h00m00s.122:   FS File: roboto.ttf.gz, size: 76.21kB
00d00h00m00s.127:   FS File: roboto.woff.gz, size: 78.61kB
00d00h00m00s.132:   FS File: robots.txt, size: 0B
00d00h00m00s.136:   FS File: success.html, size: 761B
00d00h00m00s.225: Config loaded. SSID: RGW
00d00h00m00s.227: Config loaded. SSID: RGW, Pass: 48795660266
00d00h00m00s.230: MQTT_Setup. ClientID: opentherm-thermostat, server: ha.marm:1883, Uname: mqqt/wknpim78
00d00h00m00s.234: SetupWiFi...Connecting to: RGW
fpm close 1 
mode : sta(bc:dd:c2:bb:05:0b) + softAP(be:dd:c2:bb:05:0b)
add if0
add if1
dhcp server start:(ip:192.168.4.1,mask:255.255.255.0,gw:192.168.4.1)
bcn 100
bcn 0
del if1
add if1
dhcp server start:(ip:192.168.4.1,mask:255.255.255.0,gw:192.168.4.1)
bcn 100
00d00h00m00s.262: Connecting to Wi-Fi...
00d00h00m00s.267: SSID: RGW  PASS: 48795660266
.....scandone
state: 0 -> 2 (b0)
.state: 2 -> 3 (0)
state: 3 -> 5 (10)
add 0
aid 2
cnt 

connected with RGW, channel 1
dhcp client start...
ip:10.48.18.28,mask:255.255.255.0,gw:10.48.18.10
00:00:04.433: WiFi Task: Connected to Wi-Fi.
00:00:04.435: MQTT: Connecting to MQTT...
.00:00:04.494: WiFi Connected OK
00:00:04.497: Hostname: ESP-BB050B, LocalIP: 10.48.18.28
00:00:04.499: Setup Arduino OTA...
00:00:04.503: Setup DNS...
00:00:04.509: WebSocket server started.
00:00:04.517: HTTP server started.
00:00:04.519: Update Data to www
00:00:04.524: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:04.567: MQTT: Connected to MQTT.
00:00:04.570: Session present: No
00:00:04.571: MQTT Reconnect Subscribe List...
00:00:04.616: !!!!!!MQTT: Publish received.
00:00:04.621: Connected to InfluxDB: http://ha.marm:8086
00:00:04.623: 2: exception reset, GPIO status won’t change
00:00:04.642: !!!!!!MQTT: Publish received.
00:00:04.645: MQTT callback Topic: COWoda0/sensor/boilerroom/attributes, Received 550B message ...: {"rssi":-66,"CRT":50,"uptime":650806,"CO0_outside_temperature_North": 15.94,"CO0_outside_temperature_East": 17.19,"CO0_outside_temperature_West": 19.31,"CO0_outside_temperature_South": 18.13,"CO0_outside_temperature_Averange": 17.64,"CO0_boilerroom_temperature_CO": 20.56,"CO0_boilerroom_temperature_Water": 20.81,"CO0_boilerroom_temperature": 24.30,"CO0_boilerroom_pressure": 993,"CO0_boilerroom_high": 0.00,"CO0_boilerroom_highreal": 0.00,"CO0_boilerroom_gasCO": 75.00,"CO0_boilerroom_pump1Water_Energy": 0.01,"CO0_boilerroom_pump2CO_Energy": 0.01}
00:00:04.696: Value is valid number: 17.64
00:00:04.698: NEWS temp  updated from MQTT to: 17.64
00:00:04.703: !!!!!!MQTT: Publish received.
00:00:04.706: MQTT callback Topic: COWoda0/switch/boilerroom/attributes, Received 77B message ...: {"CRT":50,"CO0_boilerroom_pump1Water": "OFF","CO0_boilerroom_pump2CO": "OFF"}
00:00:04.722: PayloadStatus. PayloadStr: OFF
00:00:04.726: PayloadStatus. PayloadStr: OFF
00:00:04.729: Wood/coax CO Pump Status  to:  Disabled
00:00:04.735: PayloadStatus. PayloadStr: OFF
00:00:04.738: PayloadStatus. PayloadStr: OFF
00:00:04.742: Wood/coax Water Pump Status  to:  Disabled
00:00:04.748: !!!!!!MQTT: Publish received.
00:00:04.755: !!!!!!MQTT: Publish received.
00:00:04.758: MQTT callback Topic: FLOORH1/sensor/room/attributes, Received 807B message ...: {"rssi":-86,"HallSensor1":69,"CRT":683,"FL1_room_temperature_1": 21.94,"FL1_room_temperature_setpoint_1": 21.00,"FL1_room_temperature_2": 22.69,"FL1_room_temperature_setpoint_2": 21.00,"FL1_room_temperature_4": 23.00,"FL1_room_temperature_setpoint_4": 22.00,"FL1_room_temperature_5": 27.50,"FL1_room_temperature_setpoint_5": 20.50,"FL1_room_temperature_6": 23.44,"FL1_room_temperature_setpoint_6": 22.50,"FL1_room_temperature_9": 24.00,"FL1_room_temperature_setpoint_9": 27.00,"FL1_room_temperature_10": 23.87,"FL1_room_temperature_setpoint_10": 20.50,"FL1_room_temperature_12": 23.69,"FL1_room_temperature_13": 30.06,"FL1_room_temperature_0": 21.94,"FL1_room_temperature_setpoint_0": 22.50,"FL1_room_temperature_0_DHT_Temp": 29.50,"FL1_room_humidity_0_DHT_Humid": 43.50,"FL1_room_pumpstate_0_pumpstate": 0}
00:00:04.837: Value is valid number: 21.94
00:00:04.839: Floor1temp  set to: 21.94
00:00:04.845: Value is valid number: 22.50
00:00:04.847: Floor1temp  Setpoint set to: 22.50
00:00:04.854: !!!!!!MQTT: Publish received.
00:00:04.891: !!!!!!MQTT: Publish received.
00:00:04.894: MQTT callback Topic: FLOORH2/sensor/room/attributes, Received 735B message ...: {"rssi":-76,"HallSensor2":99,"CRT":3206,"FL2_room_temperature_1": 22.44,"FL2_room_temperature_setpoint_1": 24.50,"FL2_room_temperature_2": 23.00,"FL2_room_temperature_setpoint_2": 23.50,"FL2_room_temperature_4": 23.00,"FL2_room_temperature_setpoint_4": 23.50,"FL2_room_temperature_6": 23.06,"FL2_room_temperature_setpoint_6": 23.50,"FL2_room_temperature_9": 22.75,"FL2_room_temperature_setpoint_9": 27.50,"FL2_room_temperature_10": 22.75,"FL2_room_temperature_setpoint_10": 20.50,"FL2_room_temperature_12": 23.00,"FL2_room_temperature_13": 30.06,"FL2_room_temperature_0": 22.44,"FL2_room_temperature_setpoint_0": 24.50,"FL2_room_temperature_0_DHT_Temp": 29.50,"FL2_room_humidity_0_DHT_Humid": 33.40,"FL2_room_pumpstate_0_pumpstate": 0}
00:00:04.962: Value is valid number: 22.44
00:00:04.964: Floor2temp  set to: 22.44
00:00:04.969: Value is valid number: 24.50
00:00:04.971: Floor2temp  Setpoint set to: 24.50
00:00:05.631: Dallas Temp: -127.00
00:00:05.633: end setup....
00:00:05.637: MainLoop: ArduinoOTA
00:00:05.639: MainLoop: checkWifi
00:00:05.641: MainLoop: Websocket cleanup
00:00:05.643: MainLoopInLoop: loop begin updatedatatowww
00:00:05.645: Update Data to www
00:00:05.649: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:05.653: MainLoopInLoop: notifyclients to /ws in JSON
00:00:05.660: MainLoopInLoop: Influx validateconnection
00:00:05.682: Connected to InfluxDB: http://ha.marm:8086
00:00:05.684: MainLoopInLoop: message str builder to log
00:00:05.687: stats: Uptime: 5s.  ## Free memory: 58% 18.38kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:00:05.693: MainLoopInLoop: stats string builder to json
00:00:05.698: MainLoopInLoop: mqttAsync send stats
00:00:05.702: MainLoopInLoop: mqttAsync send WillTopic
00:00:05.707: MainLoop2ndTimed: entry on mqttmessage or time
00:00:05.712: Update MQTT and influxDB. lastUpdatemqtt: 00d00h00m00s.000 receivedmqttdata: 1 mqttUpdateInterval_ms: 60000
00:00:05.722: MainLoop2ndTimed: Update InfluxDB
00:00:05.727: Sending data to InfluxDB ...
00:00:05.738: Writing to InfluxDB:
00:00:05.740: MainLoop2ndTimed: Update MQTT data
00:00:05.742: Sending data to MQTT ...
00:00:05.745: EnableHW: on
00:00:05.747: Status_Cooling: on
00:00:05.750: mqtt publish HomeAssistant start
00:00:05.808: Update_OpenTherm_data
00:00:05.816: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:05.819: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:06.017: Processed Opentherm and get response
00:00:06.019: Set statuses from dhwTarget
00:00:06.214: Set statuses from op
00:00:06.409: Set statuses from opentherm
00:00:06.411: Set statuses from isCentralHeatingActive
00:00:06.413: Set statuses from isHotWaterActive
00:00:06.415: Set statuses from isFlameOn
00:00:06.417: Set statuses from isCoolingActive
00:00:06.421: Set statuses from isDiagnostic
00:00:06.618: Set statuses from getModulation
00:00:06.813: Set statuses from getBoilerTemperature
00:00:07.010: Set statuses from getDHWTemperature
00:00:07.193: onNotFound: Check if file exist else return 404
00:00:07.196: webhandleFileRead: /roboto.woff
00:00:07.220: webhandleFileRead: Real file path: (gzip) /roboto.woff.gz
00:00:07.229: Set statuses from getReturnTemperature
00:00:07.424: Set statuses from getPressure
00:00:07.427: Set statuses from opentherm
00:00:07.429: Set fault status from opentherm
00:00:07.431: Saving config to EEPROM memory...
00:00:07.433: Saving config...........................prepare
00:00:07.471: Saving config...........................Something changed w/l: 108412/108424
00:00:07.589: Current temperature 18B20: -127.00 °C
00:00:07.593: MainLoop: ArduinoOTA
00:00:07.601: MainLoop: checkWifi
00:00:07.604: MainLoop: Websocket cleanup
00:00:07.607: Update_OpenTherm_data
00:00:07.610: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:07.612: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:07.812: Processed Opentherm and get response
00:00:07.815: Set statuses from dhwTarget
00:00:08.013: Set statuses from op
00:00:08.213: Set statuses from opentherm
00:00:08.215: Set statuses from isCentralHeatingActive
00:00:08.218: Set statuses from isHotWaterActive
00:00:08.220: Set statuses from isFlameOn
00:00:08.222: Set statuses from isCoolingActive
00:00:08.227: Set statuses from isDiagnostic
00:00:08.422: Set statuses from getModulation
00:00:08.617: Set statuses from getBoilerTemperature
00:00:08.814: Set statuses from getDHWTemperature
00:00:09.014: Set statuses from getReturnTemperature
00:00:09.215: Set statuses from getPressure
00:00:09.217: Set statuses from opentherm
00:00:09.219: Set fault status from opentherm
00:00:09.223: MainLoop: ArduinoOTA
00:00:09.231: MainLoop: checkWifi
00:00:09.236: MainLoop: Websocket cleanup
00:00:09.239: MainLoopInLoop: loop begin updatedatatowww
00:00:09.241: Update Data to www
00:00:09.246: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:09.249: MainLoopInLoop: notifyclients to /ws in JSON
00:00:09.254: MainLoopInLoop: Influx validateconnection
00:00:09.304: Connected to InfluxDB: http://ha.marm:8086
00:00:09.307: MainLoopInLoop: message str builder to log
00:00:09.310: stats: Uptime: 9s.  ## Free memory: 41% 13.07kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:00:09.314: MainLoopInLoop: stats string builder to json
00:00:09.320: MainLoopInLoop: mqttAsync send stats
00:00:09.327: MainLoopInLoop: mqttAsync send WillTopic
00:00:09.330: Update_OpenTherm_data
00:00:09.333: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:09.342: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:09.615: Processed Opentherm and get response
00:00:09.618: Set statuses from dhwTarget
00:00:09.817: Set statuses from op
00:00:10.016: Set statuses from opentherm
00:00:10.019: Set statuses from isCentralHeatingActive
00:00:10.021: Set statuses from isHotWaterActive
00:00:10.023: Set statuses from isFlameOn
00:00:10.025: Set statuses from isCoolingActive
00:00:10.029: Set statuses from isDiagnostic
00:00:10.225: Set statuses from getModulation
00:00:10.420: Set statuses from getBoilerTemperature
00:00:10.617: Set statuses from getDHWTemperature
00:00:10.818: Set statuses from getReturnTemperature
00:00:11.018: Set statuses from getPressure
00:00:11.020: Set statuses from opentherm
00:00:11.022: Set fault status from opentherm
00:00:11.026: MainLoop: ArduinoOTA
00:00:11.034: MainLoop: checkWifi
00:00:11.037: MainLoop: Websocket cleanup
00:00:11.039: Update_OpenTherm_data
00:00:11.042: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:11.044: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:11.090: !!!!!!MQTT: Publish received.
00:00:11.094: !!!!!!MQTT: Publish received.
00:00:11.097: MQTT callback Topic: COWoda0/sensor/boilerroom/attributes, Received 550B message ...: {"rssi":-65,"CRT":50,"uptime":650867,"CO0_outside_temperature_North": 15.94,"CO0_outside_temperature_East": 17.19,"CO0_outside_temperature_West": 19.31,"CO0_outside_temperature_South": 18.13,"CO0_outside_temperature_Averange": 17.64,"CO0_boilerroom_temperature_CO": 20.56,"CO0_boilerroom_temperature_Water": 20.81,"CO0_boilerroom_temperature": 24.30,"CO0_boilerroom_pressure": 993,"CO0_boilerroom_high": 0.00,"CO0_boilerroom_highreal": 0.00,"CO0_boilerroom_gasCO": 75.00,"CO0_boilerroom_pump1Water_Energy": 0.01,"CO0_boilerroom_pump2CO_Energy": 0.01}
00:00:11.149: Value is valid number: 17.64
00:00:11.151: NEWS temp  updated from MQTT to: 17.64
00:00:11.283: !!!!!!MQTT: Publish received.
00:00:11.286: MQTT callback Topic: COWoda0/switch/boilerroom/attributes, Received 77B message ...: {"CRT":50,"CO0_boilerroom_pump1Water": "OFF","CO0_boilerroom_pump2CO": "OFF"}
00:00:11.295: PayloadStatus. PayloadStr: OFF
00:00:11.298: PayloadStatus. PayloadStr: OFF
00:00:11.302: Wood/coax CO Pump Status  to:  Disabled
00:00:11.307: PayloadStatus. PayloadStr: OFF
00:00:11.311: PayloadStatus. PayloadStr: OFF
00:00:11.314: Wood/coax Water Pump Status  to:  Disabled
00:00:11.321: Processed Opentherm and get response
00:00:11.324: Set statuses from dhwTarget
00:00:11.520: Set statuses from op
00:00:11.720: Set statuses from opentherm
00:00:11.722: Set statuses from isCentralHeatingActive
00:00:11.724: Set statuses from isHotWaterActive
00:00:11.726: Set statuses from isFlameOn
00:00:11.728: Set statuses from isCoolingActive
00:00:11.732: Set statuses from isDiagnostic
00:00:11.928: Set statuses from getModulation
00:00:12.123: Set statuses from getBoilerTemperature
00:00:12.321: Set statuses from getDHWTemperature
00:00:12.522: Set statuses from getReturnTemperature
00:00:12.722: Set statuses from getPressure
00:00:12.724: Set statuses from opentherm
00:00:12.726: Set fault status from opentherm
00:00:12.730: MainLoop: ArduinoOTA
00:00:12.732: MainLoop: checkWifi
00:00:12.734: MainLoop: Websocket cleanup
00:00:12.736: MainLoopInLoop: loop begin updatedatatowww
00:00:12.739: Update Data to www
00:00:12.745: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:12.750: MainLoopInLoop: notifyclients to /ws in JSON
00:00:12.757: MainLoopInLoop: Influx validateconnection
00:00:12.827: Connected to InfluxDB: http://ha.marm:8086
00:00:12.829: MainLoopInLoop: message str builder to log
00:00:12.832: stats: Uptime: 12s.  ## Free memory: 53% 16.78kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:837: MainLoopInLoop: stats string builder to json
00:00:12.843: MainLoopInLoop: mqttAsync send stats
00:00:12.848: MainLoopInLoop: mqttAsync send WillTopic
00:00:12.852: Update_OpenTherm_data
00:00:12.856: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:12.864: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:13.123: Processed Opentherm and get response
00:00:13.125: Set statuses from dhwTarget
00:00:13.323: Set statuses from op
00:00:13.524: Set statuses from opentherm
00:00:13.526: Set statuses from isCentralHeatingActive
00:00:13.528: Set statuses from isHotWaterActive
00:00:13.530: Set statuses from isFlameOn
00:00:13.532: Set statuses from isCoolingActive
00:00:13.536: Set statuses from isDiagnostic
00:00:13.733: Set statuses from getModulation
00:00:13.928: Set statuses from getBoilerTemperature
00:00:14.124: Set statuses from getDHWTemperature
00:00:14.325: Set statuses from getReturnTemperature
00:00:14.526: Set statuses from getPressure
00:00:14.528: Set statuses from opentherm
00:00:14.530: Set fault status from opentherm
00:00:14.534: MainLoop: ArduinoOTA
00:00:14.542: MainLoop: checkWifi
00:00:14.544: MainLoop: Websocket cleanup
00:00:14.547: Update_OpenTherm_data
00:00:14.549: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:14.552: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:14.826: Processed Opentherm and get response
00:00:14.828: Set statuses from dhwTarget
00:00:15.026: Set statuses from op
00:00:15.118: onNotFound: Check if file exist else return 404
00:00:15.121: webhandleFileRead: /index-mini.css
00:00:15.148: webhandleFileRead: Real file path: (normal) /index-mini.css
00:00:15.165: onNotFound: Check if file exist else return 404
00:00:15.168: webhandleFileRead: /index.css
00:00:15.195: webhandleFileRead: Real file path: (normal) /index.css
00:00:15.227: Set statuses from opentherm
00:00:15.230: Set statuses from isCentralHeatingActive
00:00:15.232: Set statuses from isHotWaterActive
00:00:15.234: Set statuses from isFlameOn
00:00:15.237: Set statuses from isCoolingActive
00:00:15.239: Set statuses from isDiagnostic
00:00:15.436: Set statuses from getModulation
00:00:15.678: Set statuses from getBoilerTemperature
00:00:15.805: onNotFound: Check if file exist else return 404
00:00:15.808: webhandleFileRead: /roboto.woff
00:00:15.836: webhandleFileRead: Real file path: (gzip) /roboto.woff.gz
00:00:15.928: Set statuses from getDHWTemperature
00:00:16.137: Set statuses from getReturnTemperature
00:00:16.347: Set statuses from getPressure
00:00:16.349: Set statuses from opentherm
00:00:16.352: Set fault status from opentherm
00:00:16.356: MainLoop: ArduinoOTA
00:00:16.383: MainLoop: checkWifi
00:00:16.386: MainLoop: Websocket cleanup
00:00:16.388: MainLoopInLoop: loop begin updatedatatowww
00:00:16.391: Update Data to www
00:00:16.396: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:16.399: MainLoopInLoop: notifyclients to /ws in JSON
00:00:16.404: MainLoopInLoop: Influx validateconnection
00:00:16.528: Connected to InfluxDB: http://ha.marm:8086
00:00:16.530: MainLoopInLoop: message str builder to log
00:00:16.534: stats: Uptime: 16s.  ## Free memory: 26% 8.20kB bytes ## Wifi: 78% ## Mqtt reconnects: 0
00:00:16.538: MainLoopInLoop: stats string builder to json
00:00:16.544: MainLoopInLoop: mqttAsync send stats
00:00:16.551: MainLoopInLoop: mqttAsync send WillTopic
00:00:16.554: Update_OpenTherm_data
000:00:16.565: onNotFound: Check if file exist else return 404
00:00:16.568: webhandleFileRead: /index.js
00:00:16.596: webhandleFileRead: Real file path: (normal) /index.js
0:00:16.557: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:16.610: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:16.738: onNotFound: Check if file exist else return 404
00:00:16.742: webhandleFileRead: /robots.txt
00:00:16.770: webhandleFileRead: Real file path: (normal) /robots.txt
00:00:16.830: Processed Opentherm and get response
00:00:16.833: Set statuses from dhwTarget
00:00:17.032: Set statuses from op
00:00:17.231: Set statuses from opentherm
00:00:17.234: Set statuses from isCentralHeatingActive
00:00:17.236: Set statuses from isHotWaterActive
00:00:17.239: Set statuses from isFlameOn
00:00:17.241: Set statuses from isCoolingActive
00:00:17.249: Set statuses from isDiagnostic
00:00:17.444: Set statuses from getModulation
00:00:17.640: Set statuses from getBoilerTemperature
00:00:17.835: Set statuses from getDHWTemperature
00:00:18.033: Set statuses from getReturnTemperature
00:00:18.233: Set statuses from getPressure
00:00:18.236: Set statuses from opentherm
00:00:18.238: Set fault status from opentherm
00:00:18.244: MainLoop: ArduinoOTA
00:00:18.253: MainLoop: checkWifi
00:00:18.256: MainLoop: Websocket cleanup
00:00:18.258: Update_OpenTherm_data
00:00:18.262: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:18.264: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:18.534: Processed Opentherm and get response
00:00:18.537: Set statuses from dhwTarget
00:00:18.734: Set statuses from op
00:00:18.934: Set statuses from opentherm
00:00:18.936: Set statuses from isCentralHeatingActive
00:00:18.938: Set statuses from isHotWaterActive
00:00:18.940: Set statuses from isFlameOn
00:00:18.942: Set statuses from isCoolingActive
00:00:18.946: Set statuses from isDiagnostic
00:00:19.002: [1] Connected from 10.48.18.131
00:00:19.006: [1] get Text WS_EVT_DATA.
00:00:19.016: onNotFound: Check if file exist else return 404
00:00:19.019: webhandleFileRead: /favicon.ico
00:00:19.049: webhandleFileRead: Real file path: (normal) /favicon.ico
00:00:19.143: Set statuses from getModulation
00:00:19.339: Set statuses from getBoilerTemperature
00:00:19.536: Set statuses from getDHWTemperature
00:00:19.736: Set statuses from getReturnTemperature
00:00:19.936: Set statuses from getPressure
00:00:19.939: Set statuses from opentherm
00:00:19.941: Set fault status from opentherm
00:00:19.945: MainLoop: ArduinoOTA
00:00:19.953: MainLoop: checkWifi
00:00:19.956: MainLoop: Websocket cleanup
00:00:19.958: MainLoopInLoop: loop begin updatedatatowww
00:00:19.961: Update Data to www
00:00:19.966: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:19.968: MainLoopInLoop: notifyclients to /ws in JSON
00:00:19.974: MainLoopInLoop: Influx validateconnection
00:00:20.037: Connected to InfluxDB: http://ha.marm:8086
00:00:20.040: MainLoopInLoop: message str builder to log
00:00:20.043: stats: Uptime: 20s.  ## Free memory: 44% 14.05kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:00:20.048: MainLoopInLoop: stats string builder to json
00:00:20.054: MainLoopInLoop: mqttAsync send stats
00:00:20.061: MainLoopInLoop: mqttAsync send WillTopic
00:00:20.064: Update_OpenTherm_data
00:00:20.067: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:20.074: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:20.337: Processed Opentherm and get response
00:00:20.340: Set statuses from dhwTarget
00:00:20.538: Set statuses from op
00:00:20.738: Set statuses from opentherm
00:00:20.741: Set statuses from isCentralHeatingActive
00:00:20.743: Set statuses from isHotWaterActive
00:00:20.745: Set statuses from isFlameOn
00:00:20.747: Set statuses from isCoolingActive
00:00:20.753: Set statuses from isDiagnostic
00:00:20.948: Set statuses from getModulation
00:00:21.144: Set statuses from getBoilerTemperature
00:00:21.340: Set statuses from getDHWTemperature
00:00:21.540: Set statuses from getReturnTemperature
00:00:21.739: Set statuses from getPressure
00:00:21.742: Set statuses from opentherm
00:00:21.744: Set fault status from opentherm
00:00:21.748: MainLoop: ArduinoOTA
00:00:21.756: MainLoop: checkWifi
00:00:21.759: MainLoop: Websocket cleanup
00:00:21.761: Update_OpenTherm_data
00:00:21.764: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:21.767: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 17.64
00:00:22.040: Processed Opentherm and get response
00:00:22.043: Set statuses from dhwTarget
00:00:22.241: Set statuses from op
00:00:22.441: Set statuses from opentherm
00:00:22.444: Set statuses from isCentralHeatingActive
00:00:22.446: Set statuses from isHotWaterActive
00:00:22.448: Set statuses from isFlameOn
00:00:22.450: Set statuses from isCoolingActive
00:00:22.454: Set statuses from isDiagnostic
00:00:22.650: Set statuses from getModulation
00:00:22.846: Set statuses from getBoilerTemperature
00:00:23.042: Set statuses from getDHWTemperature
00:00:23.242: Set statuses from getReturnTemperature
00:00:23.443: Set statuses from getPressure
00:00:23.446: Set statuses from opentherm
00:00:23.449: Set fault status from opentherm
00:00:23.453: MainLoop: ArduinoOTA
00:00:23.461: MainLoop: checkWifi
